id,edge,link,interface,mode,type,start,end,bytesTx,bytesRx,bytesTotal
1050,KA04766VC,Verizon Wireless (MetTel - 9374056046),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
1050,KA04766VC,Spectrum - (MetTel - 17.RBCB.129729),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,25319907886,45731541903,71051449789
4171,JA00491VC,Spectrum Cable-(Mettel -17.RBCB.120755) 1G/35Mbps,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,72602164736,179539061881,252141226617
4171,JA00491VC,10.1.10.7,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,18200397,88073489,106273886
1008,KA00049VC,Granite - (Mettel - BCB.124559),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,29606983037,66979117810,96586100847
1008,KA00049VC,10.1.0.216,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,133517153,1140118519,1273635672
4534,PP00542VC,ARE - KA01162,GE2,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,8824506513,14326016842,23150523355
4534,PP00542VC,Signet Cradlepoint BYOB (330-802-6364),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,12257933879,21562777436,33820711315
4857,PP02615VC,AT&T Wireless (Signet - 330.289.7379),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,17263817716,22039669681,39303487397
4857,PP02615VC,AT&T Wireless (MetTel),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14728009680,22240486223,36968495903
576,KA01073VC,DIGI WR11 XT Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,230477514,3749653583,3980131097
576,KA01073VC,Spectrum (MetTel - 10.RBCB.142131),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,67615155227,187423882026,255039037253
878,KA02708VC,CTLK (KQGN/149048//LB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,33968803089,70662002946,104630806035
878,KA02708VC,10.1.3.249,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7632022,28067752,35699774
482,KA02357VC,ATT Wireless (MetTel-5665876027),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,53148012,108975,53256987
482,KA02357VC,Spectrum - MetTel (30.RBCB.129631),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,25209830798,75729823768,100939654566
599,KA04043VC,ATT (Mettel - BDB.107465),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,20331603045,59727488705,80059091750
599,KA04043VC,10.1.3.83,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,17607077,139699752,157306829
1104,JA00492VC,AT&T Wireless (MetTel),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,9849755,28916894,38766649
1104,JA00492VC,Lumen (Signet - 441490482),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,55977535845,154655628393,210633164238
3671,PP02622VC,10.64.6.185,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,64504124,419949231,484453355
3671,PP02622VC,107.92.60.27,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,21489093861,31344740765,52833834626
1055,JA02472VC,COX Wired (Mettel- 23.RBCB.120966),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,65608506912,139448010679,205056517591
1055,JA02472VC,10.1.4.88,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,24602064,49738841,74340905
173,KA00048VC,Comcast (MetTel -  BCB.126999),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,24693037748,61706552158,86399589906
173,KA00048VC,10.1.8.176,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
311,KA00779VC,174.204.213.47,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,46941350,8520374,55461724
311,KA00779VC,Broadband (Mettel- 48.RBCB.124422),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,40040332952,88826333972,128866666924
4659,PE05545VC,10.66.0.213,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
4659,PE05545VC,154.5.144.50,SFP1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,30295747786,25588163189,55883910975
4659,PE05545VC,154.5.144.49,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,32259735781,44769957141,77029692922
1267,KA02670VC,ATT - (MetTel - BBT.110859),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,27418237867,51572721202,78990959069
1267,KA02670VC,Verizon Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,4202520,9919932,14122452
1023,KA01202VC,Granite (Mettel - 29.RBCB.124901),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,164774410405,80896685158,245671095563
1023,KA01202VC,10.73.0.77,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,71602027,188070969,259672996
4701,ZL01194VC,AT&T Cable Modem,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,65170900592,88774997496,153945898088
4701,ZL01194VC,10.64.6.29,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,22285794,27392259,49678053
3808,OT02775VC,10.1.8.53,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,28632874,261660035,290292909
3808,OT02775VC,162.253.56.31,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,54801933487,73254263966,128056197453
1209,KA02778VC,10.1.5.83,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14971260,6177603,21148863
1209,KA02778VC,107.92.121.214,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,27052905733,69301692534,96354598267
3751,PP00418VC,10.1.10.229,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,144578381,1235571032,1380149413
3751,PP00418VC,166.170.38.21,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31958186773,35731421473,67689608246
3133,PP01012VC,10.1.5.207,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,3097213092,9243498460,12340711552
3133,PP01012VC,166.175.190.209,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,29060805854,32815041117,61875846971
3639,PP01172VC,Keystone (Child of ZL01594) (MTL),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,19355483419,29722468173,49077951592
3639,PP01172VC,10.1.7.94,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,35233516,584378174,619611690
4415,KA01880VC,166.129.77.225,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,34884893400,123766640985,158651534385
4415,KA01880VC,10.64.11.240,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,93863592,364197685,458061277
1242,KA02953VC,10.64.4.104,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,28858522,25045636,53904158
1242,KA02953VC,Comcast (Mettel- 13.RBCB.119851),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,26281151883,72358370187,98639522070
4506,PP00200VC,10.64.11.122,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,29386159,82616109,112002268
4506,PP00200VC,166.170.30.237,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30213902506,45459407790,75673310296
2971,ZL01492VC,VyVe (Mettel),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,37063365841,80875182950,117938548791
2971,ZL01492VC,10.64.3.135,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,8663721296,213962562395,222626283691
4091,OT02691VC,Centurylink (NC/KXFN/486627/LVLC ),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,41924489776,80712877463,122637367239
4091,OT02691VC,10.64.3.216,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,22122783,11940431,34063214
4721,ZL01522VC,166.173.62.208,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,66825638346,99788729916,166614368262
4721,ZL01522VC,10.64.5.64,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,203089608,1619126483,1822216091
3528,ZL00608VC,10.1.7.79,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,28098242,141917799,170016041
3528,ZL00608VC,Time Warner (MetTel - 23.RBCB.120696),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,61593797909,111429918422,173023716331
3885,ZL01632VC,10.1.9.111,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,17289670,17011047,34300717
3885,ZL01632VC,Granite (MetTel -  39.RBCB.124443),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,54465074998,63256610548,117721685546
4450,KA02937VC,ATT - (MetTel - 17.RBBT.110458),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,43241793859,108887379846,152129173705
4450,KA02937VC,10.1.10.211,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,4746637,11400911,16147548
945,KA00511VC,CTL-VZW (11/KEGS/303432/DS),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31491029239,68760890509,100251919748
945,KA00511VC,DIGI WR21 (5009934711/9093610182),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,436085392,3723871735,4159957127
4905,PP00734VC,Digi TransPort WR21 ( Mettel - 5443912380),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1110225980,2328358879,3438584859
4905,PP00734VC,Signet Cradlepoint (VZN (972) 482-7469),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,8289202097,10009979084,18299181181
490,KA02837VC,10.1.3.11,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,5219165,10877146,16096311
490,KA02837VC,Spectrum/MTL-39.RBCB.129684,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,19317686839,44385230899,63702917738
3714,ZL00322VC,CenturyLink/MTL-16.RBDB.106981,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,52882661940,81003808763,133886470703
3714,ZL00322VC,10.64.7.89,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,5859222,36079637,41938859
4445,KA02899VC,CenturyLink - (MetTel - 14.RBBT.110877),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,34767245162,74732399868,109499645030
4445,KA02899VC,10.1.11.68,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
1259,KA01285VC,ATT Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
1259,KA01285VC,Comcast (Mettel- 12.RBCB.119805),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,29643716249,97005994606,126649710855
4385,KA01246VC,Centurylink (29/KXGS/439248//MS - BYOB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,46539182053,91968321528,138507503581
4385,KA01246VC,10.64.11.115,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,390624,7194338,7584962
4852,PP01128VC,10.64.0.44,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,435921931,8967307483,9403229414
4852,PP01128VC,Cradlepoint(Signet),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30120962596,55969847404,86090810000
3983,KA00576VC,10.64.8.113,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,53390114,884245158,937635272
3983,KA00576VC,CenturyLink (25.KXGS.451755..UFLG - BYOB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,29931446459,84616778128,114548224587
679,KA01178VC,ATT Wireless (Mettel-5663169611),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,17381321,100389623,117770944
679,KA01178VC,Comcast (MetTel 15.RBCB.145878),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,36095534427,126486725934,162582260361
4085,KA02958VC,10.64.14.114,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,3324602,246238,3570840
4085,KA02958VC,ATT (MetTel - 42.RBCB.125603),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,26947933018,71248731505,98196664523
3565,ZL01552VC,10.1.8.6,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3565,ZL01552VC,Granite (MetTel - 60.RBCB.124898),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,49388914902,78265972874,127654887776
4644,PE05164VC, Distributel Communications-Mettel - 66.RBCB.136501,GE2,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,64269390753,83492913742,147762304495
4644,PE05164VC,10.66.0.25,GE1,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
4633,OT02894VC,AT&T Wireless (Signet - 330.310.7837),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,42416006380,78175962874,120591969254
4633,OT02894VC,Mettel Wireless (MTL - 5339144423),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1578559842,5621471517,7200031359
4037,ZL00750VC,ATT (Mettel -  23.RBDB.107452),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,42204028517,88923292839,131127321356
4037,ZL00750VC,10.1.9.56,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3869,ZL01460VC,172.85.164.238 Granite Telecommunications (BYOB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,67731594923,119986035347,187717630270
3869,ZL01460VC,10.1.8.111,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,110077939,1418793257,1528871196
4953,PP00632VC,Signet Cradlepoint (ATT),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30541317332,35147011409,65688328741
4953,PP00632VC,10.64.14.202,GE2,PRIVATE,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,29095694,378565878,407661572
3516,ZL00030VC,10.1.7.189,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7077619,4411312,11488931
3516,ZL00030VC,ATT Wired (Mettel- 24.RBDB.106824),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,67444306714,75283988398,142728295112
86,KA00504VC,10.1.9.6,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7365512,44012998,51378510
86,KA00504VC,Spectrum - (MetTel - 23.RBCB.129741),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,35631388644,78524707180,114156095824
4695,ZL01085VC,AT&T Wireless (MetTel),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7849594,12132003,19981597
4695,ZL01085VC,MetTel Ckt 33.RBCB.147961,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,60487062886,120398357430,180885420316
1282,KA04135VC,Lumen (Signet - 441486953),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,30406716533,65266517002,95673233535
1282,KA04135VC,AT&T Wireless (MetTel - 577.627.4636),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3015,OT02663VC,Comcast - (MetTel - 18.RBCB.120334),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,62024592029,108832026328,170856618357
3015,OT02663VC,10.1.6.25,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14167175,2910142,17077317
3994,KA01554VC,ATT DSL(Mtl - 41.RBDB.106843),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,26063339539,63702099595,89765439134
3994,KA01554VC,10.1.0.10,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,8524956,39694612,48219568
28,ZALCAR51-SDWAN-VELO-1,Sterling Jewelers,GE3,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,411083712913,301907928497,712991641410
28,ZALCAR51-SDWAN-VELO-1,Zayo (ETYX/176480//ZYO),GE5,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,1118862125600,573705273308,1692567398908
28,ZALCAR51-SDWAN-VELO-1,Sterling Jewelers,GE4,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,401107263635,303799282761,704906546396
28,ZALCAR51-SDWAN-VELO-1,CenturyLink/Level3(00/VLXX/078484/LVLC),GE6,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,1022082655124,564504219025,1586586874149
149,JA02513VC,DIGI WR21 Wireless (5335616948/6469837711),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
149,JA02513VC,Spectrum - MetTel (10.RBCB.129651),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,48755279193,120074079410,168829358603
1094,KA02963VC,10.74.0.65,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,2024609,2908690,4933299
1094,KA02963VC,ATT DSL (MetTel - 23.RBDB.108308),SFP1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,23025963421,40056883493,63082846914
1094,KA02963VC,ATT DSL (MetTel - 23.RBDB.108307),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,25699095811,37829790067,63528885878
5010,PP03893VC,10.64.15.238,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,21071914,31865085,52936999
5010,PP03893VC,Signet Cradlepoint (ATT),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,33459802257,48314208820,81774011077
148,JA02448VC,67.246.239.29,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,57167077729,148075666980,205242744709
148,JA02448VC,ATT Wireless (MetTel - 5009551724),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3774,PP02511VC,DIGI WR21 Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,2556265388,3132777305,5689042693
3774,PP02511VC,166.171.122.0,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31144071396,34020819980,65164891376
3578,ZL01781VC,AT&T Wireless-(MetTel-544 247 2011),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,15005025,25858001,40863026
3578,ZL01781VC,Spectrum Cable-(MetTel - 39.RBCB.120540),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,49019395607,74095023472,123114419079
393,KA02780VC,Comcast - (MetTel - BCB.127170),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,30770454603,77117924093,107888378696
393,KA02780VC,10.64.7.64,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,25959417,99116251,125075668
4536,PP00580VC,Signet Cradlepoint,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,29857969304,35881246998,65739216302
4536,PP00580VC,10.1.10.255,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14788593,62324358,77112951
410,KA01401VC,10.1.3.46,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14755112,16427979,31183091
410,KA01401VC,33.RBCB.124572 (MTL - Granite),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,48488269380,79308646689,127796916069
3201,PP00452VC,ATT Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,72565697,650039413,722605110
3201,PP00452VC,ATT Signet Cradlepoint,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30625191585,38072817745,68698009330
1005,JA02583VC,10.1.4.48,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,69,69,138
1005,JA02583VC,Centurylink (88.KXGS.436859..CEVA - BYOB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,42481569064,117250137714,159731706778
2994,PP00100VC,24.124.18.55,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,23899463230,41793869248,65693332478
2994,PP00100VC,10.64.5.19,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,21989748,442369830,464359578
4322,JA02412VC,10.1.12.60,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,64424652,259958058,324382710
4322,JA02412VC,Comcast/MTL-24.RBCB.128954,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,51927704759,136166189975,188093894734
297,KA00147VC,Buckeye Broadband (MetTel - 17.RBCB.125518),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,30247953938,74699341531,104947295469
297,KA00147VC,Verizon Wireless (MetTel - 3478806211),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,8855452,2130307,10985759
4019,KA02639VC,73.113.12.68,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,25488348427,58493625921,83981974348
4019,KA02639VC,10.64.5.223,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1408538,19575247,20983785
1062,KA00169VC,10.1.3.242,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,9331791,49911129,59242920
1062,KA00169VC,Spectrum (Mettel - 60.RBCB.127346),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,27264406612,110504481080,137768887692
629,KA02894VC,Comcast (MetTel - 16.RBCB.127001),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30169171645,92751281761,122920453406
629,KA02894VC,Verizon Wireless (MetTel - 566.623.9822),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,75963538,16729754,92693292
4671,ZL00412VC,Frontier (MetTel - 23.RBBT.113186),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,69919740811,118007068726,187926809537
4671,ZL00412VC,AT&T Wireless (MetTel - 533.968.7308),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,15563492,65693636,81257128
3112,KA04200VC,Optimum- Mettel 11.RBCB.125712,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31883494876,72570004806,104453499682
3112,KA04200VC,10.64.6.6,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,74192219,143827990,218020209
3036,PE05302VC,198.53.43.97,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,53585525193,110396398711,163981923904
3036,PE05302VC,10.66.0.147,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,4984648,3458116,8442764
3487,OT02905VC,ATT Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3487,OT02905VC,ATT Wired (Mettel- 23.RBDB.106796),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,61890989757,78454405351,140345395108
3692,KA01820VC,166.147.153.136 MetTel - Digi EX15,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,6882757553,19173676026,26056433579
3692,KA01820VC, 174.194.200.186 Signet Cradlepoint,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,20456116407,58463856555,78919972962
4483,PP00024VC,Verizon Wireless (MetTel),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,53210954,152910654,206121608
4483,PP00024VC,AT&T Wireless (Signet - 330.283.4766),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,34614879954,60345514622,94960394576
4113,JA02490VC,10.1.0.193,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,69,69,138
4113,JA02490VC,Comcast (MetTel - 44.RBCB.126327),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,49077014265,143389138195,192466152460
191,KA00262VC,10.1.8.243,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,76695033,339815906,416510939
191,KA00262VC,Spectrum Cable (MetTel - 10.RBCB.151163),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,80269199876,112805014994,193074214870
3641,PP01195VC,Cradle Point,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31868376038,38344853743,70213229781
3641,PP01195VC,Verizon VPP,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,20214472,343859902,364074374
4594,PP02621VC,174.206.164.210,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,22351887779,29660871046,52012758825
4594,PP02621VC,10.1.11.221,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,169337521,838695385,1008032906
5027,PP03912VC,Signet Cradlepoint (ATT),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31455248780,34944760624,66400009404
5027,PP03912VC,10.1.3.121,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,83420459,112521362,195941821
